"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2013', 'Quantity')","('Feb 2013', 'CIF (Baht)')","('Jan - Feb 2013', 'Quantity')","('Jan - Feb 2013', 'CIF (Baht)')"
BR,BRAZIL,0,0,1600,234323
FR,FRANCE,878,197371,3218,595806
DE,GERMANY,4803,1475029,5153,1536142
JP,JAPAN,30372,2880516,34492,4057787
KR,"KOREA,REPUBLIC OF",348750,19723317,440540,25247832
MY,MALAYSIA,0,0,0,2500
RU,RUSSIAN FEDERATION,3375,691081,3375,691081
TW,"TAIWAN, PROVINCE OF CHINA",0,0,0,5800
US,UNITED STATES,163,76391,163,76391
SUM,SUM,388341,25043705,488541,32447662
