"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2021', 'Quantity')","('Mar 2021', 'CIF (Baht)')","('Jan - Mar 2021', 'Quantity')","('Jan - Mar 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1250,69089
AT,AUSTRIA,0,0,45050,2400488
BE,BELGIUM,251560,10540620,659130,27064816
BR,BRAZIL,1362,273795,1362,273795
CA,CANADA,20400,1904586,20400,1904586
CN,CHINA,99100,5702057,390230,22799549
FR,FRANCE,14000,819770,25500,1393174
DE,GERMANY,24160,2693914,153062,11621111
HK,HONG KONG,104,17474,104,17474
IN,INDIA,0,0,127,30770
ID,INDONESIA,39250,3706879,94100,8639687
IT,ITALY,99000,4615460,101750,4796594
JP,JAPAN,1362233,86123329,3481549,221108331
KR,"KOREA,REPUBLIC OF",2379000,93664809,7180800,284886102
MY,MALAYSIA,46270,4132931,223470,19743130
MX,MEXICO,52,36842,52,36842
NL,NETHERLANDS,149895,9314939,475620,27343684
PH,PHILIPPINES,13,4817,13,4817
SA,SAUDI ARABIA,498000,19857211,1191000,45403474
SG,SINGAPORE,5205050,240944779,13467345,592686872
ES,SPAIN,10450,802537,10450,802537
TW,"TAIWAN, PROVINCE OF CHINA",21000,1172908,131880,6808199
TH,THAILAND,650,35000,650,35000
AE,UNITED ARAB EMIRATES,308000,12783791,1504975,57405723
US,UNITED STATES,36380,3402326,42136,5021994
VN,VIETNAM,0,0,125000,4580224
SUM,SUM,10565929,502550774,29327005,1346878062
