"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2014', 'Quantity')","('May 2014', 'CIF (Baht)')","('Jan - May 2014', 'Quantity')","('Jan - May 2014', 'CIF (Baht)')"
AT,AUSTRIA,0,0,175,11711
BE,BELGIUM,0,0,85250,5584470
BR,BRAZIL,100,137500,150,169050
CN,CHINA,142450,8841088,336995,23556552
DK,DENMARK,0,0,0,1128
FI,FINLAND,74250,5018917,306400,20294345
FR,FRANCE,0,0,50,16708
DE,GERMANY,91572,7704706,688516,61198623
HK,HONG KONG,0,0,1500,901667
IN,INDIA,0,0,104000,5385262
ID,INDONESIA,2775,1095804,10700,4066456
IT,ITALY,0,0,60,60304
JP,JAPAN,322497,25860969,1715421,147851749
KR,"KOREA,REPUBLIC OF",338000,20592793,1507446,94078368
KW,KUWAIT,445500,22158997,1980000,99855311
MY,MALAYSIA,2262722,120622436,13337922,745332880
NL,NETHERLANDS,309640,22636610,1157595,90548564
NZ,NEW ZEALAND,32000,846123,224050,5976570
QA,QATAR,255000,13552007,2626500,142546817
SA,SAUDI ARABIA,2481050,128271642,13145125,694773810
SG,SINGAPORE,1980500,111749062,9931868,573983016
ES,SPAIN,307000,34106522,1027000,115704364
SE,SWEDEN,0,0,3100,308127
CH,SWITZERLAND,720,123598,25645,6131256
TW,"TAIWAN, PROVINCE OF CHINA",50,17191,17902,1329803
TH,THAILAND,28300,1562319,28300,1562319
GB,UNITED KINGDOM,0,0,40000,2666930
US,UNITED STATES,175432,12764938,1474111,103138920
VN,VIETNAM,0,0,10520,1533312
SUM,SUM,9249558,537663222,49786301,2948568392
