"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2016', 'Quantity')","('Mar 2016', 'CIF (Baht)')","('Jan - Mar 2016', 'Quantity')","('Jan - Mar 2016', 'CIF (Baht)')"
AU,AUSTRALIA,14000,1137644,30000,1638997
BE,BELGIUM,115660,6511032,499070,26461594
BR,BRAZIL,24750,2393133,66000,6473910
KH,CAMBODIA,0,0,5,1814
CN,CHINA,28900,2113669,74820,5337987
DK,DENMARK,20,10649,20,10649
EC,ECUADOR,100,64449,100,64449
FI,FINLAND,0,0,24750,1586951
DE,GERMANY,23970,4246413,26792,10462724
HK,HONG KONG,5000,168248,5025,176078
IN,INDIA,0,0,6025,539105
ID,INDONESIA,25,4205,25,4205
IT,ITALY,33750,2867805,91500,6429400
JP,JAPAN,1786705,87706849,4906699,245793616
KR,"KOREA,REPUBLIC OF",154025,6586071,481030,21340232
KW,KUWAIT,420750,16045241,1757250,69972321
MY,MALAYSIA,0,0,73028,3191215
NL,NETHERLANDS,24750,2203851,24750,2203851
NO,NORWAY,0,0,2040,312083
PK,PAKISTAN,52,7678,52,7678
QA,QATAR,462500,18155448,2051000,83747943
SA,SAUDI ARABIA,2970000,111034390,9974850,379059853
SG,SINGAPORE,2710440,113954215,8307850,353818109
SE,SWEDEN,0,0,6,3913
CH,SWITZERLAND,102580,6402159,102580,6402159
TW,"TAIWAN, PROVINCE OF CHINA",1000,133052,42800,1720078
AE,UNITED ARAB EMIRATES,891100,36053926,2747700,109711515
US,UNITED STATES,84650,3797058,608301,33057454
SUM,SUM,9854727,421597185,31904068,1369529883
