"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2015', 'Quantity')","('Apr 2015', 'CIF (Baht)')","('Jan - Apr 2015', 'Quantity')","('Jan - Apr 2015', 'CIF (Baht)')"
BR,BRAZIL,199,250508,329,425039
CN,CHINA,0,0,3050,279521
FR,FRANCE,60101,2812559,79621,5019399
DE,GERMANY,3,7863,1053,181623
JP,JAPAN,25660,1892707,139346,10625135
KR,"KOREA,REPUBLIC OF",212110,12337962,676780,42084290
RU,RUSSIAN FEDERATION,0,0,11250,2465999
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1025,103231
TH,THAILAND,0,0,4975,567198
US,UNITED STATES,271,160557,439,241909
SUM,SUM,298344,17462156,917868,61993344
