"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2022', 'Quantity')","('Jul 2022', 'CIF (Baht)')","('Jan - Jul 2022', 'Quantity')","('Jan - Jul 2022', 'CIF (Baht)')"
BD,BANGLADESH,25,5615,37,6760
BE,BELGIUM,20625,2663022,390850,34389207
BR,BRAZIL,11000,1288853,11050,1327433
CA,CANADA,0,0,25,16421
CN,CHINA,151495,3429680,1550166,67881756
DE,GERMANY,13,32188,10318,1415804
HK,HONG KONG,0,0,42,7706
IN,INDIA,0,0,65,27210
IT,ITALY,0,0,71051,9803417
JP,JAPAN,496858,54409139,2842388,295677701
KR,"KOREA,REPUBLIC OF",172000,18531260,5159478,550650939
MY,MALAYSIA,4080,615225,304350,18692834
NL,NETHERLANDS,0,0,73250,7513841
QA,QATAR,0,0,17000,961649
SA,SAUDI ARABIA,49500,5674464,717750,71630760
ES,SPAIN,3,1632,53,30228
SE,SWEDEN,0,0,46200,2525812
TW,"TAIWAN, PROVINCE OF CHINA",2914100,374552254,8139850,864242057
GB,UNITED KINGDOM,0,0,105500,15816341
US,UNITED STATES,30571,3287641,349427,33005948
VN,VIETNAM,43080,1739456,197190,8078669
SUM,SUM,3893350,466230429,19986040,1983702493
