"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'CIF (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,32275,1668981
BD,BANGLADESH,0,0,250,42296
BE,BELGIUM,88125,3973423,364450,18622211
CA,CANADA,0,0,17000,1379910
CN,CHINA,661879,31533268,1637463,66053183
DE,GERMANY,0,0,42,31079
HK,HONG KONG,51,12993,51,12993
IN,INDIA,2025,2628656,5675,8930489
IT,ITALY,0,0,158605,14124607
JP,JAPAN,211082,13819523,1178549,72093160
KR,"KOREA,REPUBLIC OF",1266867,65471574,7077622,347957966
MY,MALAYSIA,44965,2548489,218149,15645834
PT,PORTUGAL,400,54696,6448,754811
SA,SAUDI ARABIA,321750,11991313,1732500,69052552
SG,SINGAPORE,504000,27280196,786975,41075051
ES,SPAIN,0,0,5,12335
TW,"TAIWAN, PROVINCE OF CHINA",771680,38659003,4374799,214637835
GB,UNITED KINGDOM,5205,385639,5430,443321
US,UNITED STATES,94625,7377834,458186,36450992
VN,VIETNAM,2400,150346,23640,621552
SUM,SUM,3975054,205886953,18078114,909611158
