"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'CIF (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'CIF (Baht)')"
CN,CHINA,9000,346411,9035,358662
HK,HONG KONG,0,0,200,107965
ID,INDONESIA,0,0,100,39263
JP,JAPAN,24001,1279856,873546,37033857
KR,"KOREA,REPUBLIC OF",0,0,110053,3401818
MY,MALAYSIA,0,0,50,9969
SA,SAUDI ARABIA,99000,3779521,1064250,37963934
TW,"TAIWAN, PROVINCE OF CHINA",18000,1544232,144000,11858350
US,UNITED STATES,99000,4507968,348751,14927782
SUM,SUM,249001,11457988,2549985,105701600
