"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2015', 'Quantity')","('May 2015', 'CIF (Baht)')","('Jan - May 2015', 'Quantity')","('Jan - May 2015', 'CIF (Baht)')"
CZ,CZECH REPUBLIC,44,54648,44,54648
FI,FINLAND,0,0,17,9244
HK,HONG KONG,25,5890,25,5890
IT,ITALY,0,0,6000,818821
JP,JAPAN,18825,3002931,100493,14465743
KR,"KOREA,REPUBLIC OF",45901,2419202,84846,4383221
MY,MALAYSIA,0,0,1000,83801
QA,QATAR,16500,697882,99000,3953476
SG,SINGAPORE,9975,998932,9975,998932
TW,"TAIWAN, PROVINCE OF CHINA",32000,1811565,32010,1813767
VN,VIETNAM,0,0,16495,565955
SUM,SUM,123270,8991050,349905,27153498
