"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2017', 'Quantity')","('May 2017', 'CIF (Baht)')","('Jan - May 2017', 'Quantity')","('Jan - May 2017', 'CIF (Baht)')"
CN,CHINA,6900,711447,35985,3530778
DE,GERMANY,0,0,400,14496
HK,HONG KONG,0,0,615,43950
JP,JAPAN,151800,10697468,923000,69443540
KR,"KOREA,REPUBLIC OF",99000,5981472,253000,15466440
MY,MALAYSIA,10000,639010,20000,1288308
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11000,1064361
AE,UNITED ARAB EMIRATES,1050,55702,79050,3642886
US,UNITED STATES,131220,8677987,292651,18835149
VN,VIETNAM,0,0,168750,10745310
SUM,SUM,399970,26763086,1784451,124075218
