"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'CIF (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'CIF (Baht)')"
FR,FRANCE,0,0,4125,229556
JP,JAPAN,300,21423,3703,463785
KR,"KOREA,REPUBLIC OF",0,0,24400,1180375
SA,SAUDI ARABIA,49500,1918856,123575,4950567
SG,SINGAPORE,800000,32523060,4391000,183783911
SE,SWEDEN,0,0,1375,90457
TH,THAILAND,200,1265,200,1265
AE,UNITED ARAB EMIRATES,0,0,209300,9686144
GB,UNITED KINGDOM,0,0,2000,240668
US,UNITED STATES,102736,7059995,357743,25279950
SUM,SUM,952736,41524599,5117421,225906678
