"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2018', 'Quantity')","('Oct 2018', 'CIF (Baht)')","('Jan - Oct 2018', 'Quantity')","('Jan - Oct 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,11000,677596
AT,AUSTRIA,6000,623656,31200,3577751
BE,BELGIUM,10100,1150369,434356,41665904
CA,CANADA,1000,345289,35225,8925161
CN,CHINA,705836,38307478,8046695,353907992
DK,DENMARK,0,0,0,2609
EG,EGYPT,0,0,115,9202
FR,FRANCE,50,22268,12600,1570986
DE,GERMANY,44250,3910562,232541,21093198
HK,HONG KONG,0,0,150,34350
IN,INDIA,768,183951,40318,4492073
ID,INDONESIA,1000,96394,1555,309670
IT,ITALY,19875,3490880,30110,7127330
JP,JAPAN,387202,45865384,3462615,405963527
KR,"KOREA,REPUBLIC OF",406041,24593801,3507051,204408714
KW,KUWAIT,0,0,200,109520
LU,LUXEMBOURG,0,0,38,54423
MY,MALAYSIA,113500,5821766,1057764,53033365
NL,NETHERLANDS,125,20919,20036,2835986
QA,QATAR,0,0,510000,19603485
SA,SAUDI ARABIA,49375,2707386,730375,30770770
SG,SINGAPORE,1347710,61240351,20530189,937193873
ES,SPAIN,0,0,134400,11126835
SE,SWEDEN,100,41639,105,43236
CH,SWITZERLAND,0,0,25,45998
TW,"TAIWAN, PROVINCE OF CHINA",24050,1875502,203297,17388408
TH,THAILAND,2050,124993,97249,4370217
AE,UNITED ARAB EMIRATES,866750,38404763,3283710,138040835
GB,UNITED KINGDOM,3009,770618,79741,7589349
US,UNITED STATES,710695,65281589,3545720,414442824
VN,VIETNAM,100000,5225732,174322,9054390
SUM,SUM,4799486,300105290,46212702,2699469577
