"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2019', 'Quantity')","('May 2019', 'CIF (Baht)')","('Jan - May 2019', 'Quantity')","('Jan - May 2019', 'CIF (Baht)')"
AU,AUSTRALIA,18000,114655,19110,266285
AT,AUSTRIA,1295,153984,2700,715616
BR,BRAZIL,25,16597,25,16597
CN,CHINA,1073632,51484623,6118857,292990310
HR,CROATIA,58372,371813,58572,426907
CZ,CZECH REPUBLIC,0,0,202,28715
FI,FINLAND,23375,1267045,70125,4059359
FR,FRANCE,0,0,360,88413
DE,GERMANY,3005,365217,5290,673700
HK,HONG KONG,953400,8320425,953460,8336125
IN,INDIA,158010,3727601,326884,7441509
ID,INDONESIA,37925,3472363,200515,18515654
IL,ISRAEL,0,0,10000,748442
IT,ITALY,0,0,37075,3191731
JP,JAPAN,1012471,50129020,4500770,278376896
KR,"KOREA,REPUBLIC OF",1065220,52712945,7913972,392430637
MY,MALAYSIA,86120,8749433,331007,32691424
MX,MEXICO,68000,649711,68000,649711
NL,NETHERLANDS,49500,4403823,311410,22373109
OM,OMAN,247500,8855169,693000,23981429
PH,PHILIPPINES,0,0,304000,11618370
SA,SAUDI ARABIA,2142730,78110576,11452065,410275214
SG,SINGAPORE,389605,25465713,2717944,149803925
ZA,SOUTH AFRICA,0,0,272250,10508025
ES,SPAIN,0,0,11000,907475
TW,"TAIWAN, PROVINCE OF CHINA",365639,15740219,1641151,74624114
TH,THAILAND,25000,177612,49830,458376
AE,UNITED ARAB EMIRATES,199375,7354290,1032075,37930801
US,UNITED STATES,108295,3750799,158136,9435274
VN,VIETNAM,268533,9385480,343853,14074056
SUM,SUM,8355027,334779113,39603638,1807638199
