"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2019', 'Quantity')","('Oct 2019', 'CIF (Baht)')","('Jan - Oct 2019', 'Quantity')","('Jan - Oct 2019', 'CIF (Baht)')"
BE,BELGIUM,28,16556,28,16556
CN,CHINA,2762,76335,151037,5272342
HK,HONG KONG,0,0,11,3425
IT,ITALY,0,0,13750,3359106
JP,JAPAN,0,0,150000,4747957
KR,"KOREA,REPUBLIC OF",126880,8003188,827040,56653012
MY,MALAYSIA,0,0,70445,4572762
QA,QATAR,0,0,17000,505993
SA,SAUDI ARABIA,0,0,156750,6434096
SG,SINGAPORE,0,0,1575,275105
SE,SWEDEN,0,0,40000,2772286
GB,UNITED KINGDOM,0,0,325,283967
US,UNITED STATES,0,0,139709,14769872
VN,VIETNAM,0,0,1680,115909
SUM,SUM,129670,8096079,1569350,99782388
