"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2013', 'Quantity')","('Dec 2013', 'CIF (Baht)')","('Jan - Dec 2013', 'Quantity')","('Jan - Dec 2013', 'CIF (Baht)')"
BE,BELGIUM,0,0,57000,5911105
CN,CHINA,0,0,18637,1701041
IN,INDIA,0,0,1500,92116
JP,JAPAN,22925,3831289,1161341,110548315
KR,"KOREA,REPUBLIC OF",65000,3381588,463000,22291793
MY,MALAYSIA,25,4433,13225,678425
NL,NETHERLANDS,19000,2083061,38000,3957661
QA,QATAR,0,0,66000,2814945
SG,SINGAPORE,0,0,5009,319356
TW,"TAIWAN, PROVINCE OF CHINA",32000,3141772,384081,21528164
TH,THAILAND,0,0,990,66429
GB,UNITED KINGDOM,0,0,25,11912
US,UNITED STATES,1,25130,1,25130
SUM,SUM,138951,12467273,2208809,169946392
