"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2017', 'Quantity')","('Dec 2017', 'CIF (Baht)')","('Jan - Dec 2017', 'Quantity')","('Jan - Dec 2017', 'CIF (Baht)')"
BE,BELGIUM,0,0,223031,11282820
CA,CANADA,0,0,4,2489
CN,CHINA,16380,1883591,152228,14640611
DE,GERMANY,0,0,10,7446
JP,JAPAN,9000,534672,98276,7691339
KR,"KOREA,REPUBLIC OF",0,0,289017,14095355
MY,MALAYSIA,815,205464,1365,725468
MX,MEXICO,0,0,20,18796
NL,NETHERLANDS,0,0,123750,10377778
PT,PORTUGAL,0,0,360,34367
SA,SAUDI ARABIA,24750,1060359,1122750,50001454
SG,SINGAPORE,0,0,470450,22745592
CH,SWITZERLAND,0,0,3,2797
TW,"TAIWAN, PROVINCE OF CHINA",12000,1745842,94000,12014252
TH,THAILAND,0,0,578,175700
GB,UNITED KINGDOM,102,54294,105,58028
US,UNITED STATES,0,0,3236,1402524
VN,VIETNAM,0,0,300,10
SUM,SUM,63047,5484222,2579483,145276826
