"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'CIF (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'CIF (Baht)')"
CN,CHINA,63500,3925417,293803,18689488
FR,FRANCE,0,0,4,2903
IN,INDIA,0,0,54,14688
ID,INDONESIA,28,9233,107,45731
IT,ITALY,0,0,12402,2340083
JP,JAPAN,27,18429,69,31069
KR,"KOREA,REPUBLIC OF",0,0,26000,2897236
TW,"TAIWAN, PROVINCE OF CHINA",0,0,107,32388
US,UNITED STATES,0,0,220,34217
VN,VIETNAM,0,0,12,214
SUM,SUM,63555,3953079,332778,24088017
