"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2014', 'Quantity')","('Mar 2014', 'CIF (Baht)')","('Jan - Mar 2014', 'Quantity')","('Jan - Mar 2014', 'CIF (Baht)')"
AU,AUSTRALIA,15000,911250,220000,13409808
AT,AUSTRIA,0,0,300,498524
BE,BELGIUM,1020,230522,1220,388546
CA,CANADA,22226,3595872,35666,5791453
CN,CHINA,106109,4553615,523889,31150703
EC,ECUADOR,0,0,2,2012
FR,FRANCE,0,0,80855,8588603
DE,GERMANY,40560,8619340,84146,17734853
IN,INDIA,0,0,16650,1355348
ID,INDONESIA,21050,2151032,43550,4452145
IE,IRELAND,100,39664,100,39664
IL,ISRAEL,6200,379514,8600,799335
IT,ITALY,340,40422,1230,127634
JP,JAPAN,176496,37005211,442098,97023858
KR,"KOREA,REPUBLIC OF",406900,28615624,785545,58157807
MY,MALAYSIA,168435,16432439,438635,40451747
NL,NETHERLANDS,131481,14969574,489127,56593573
SA,SAUDI ARABIA,232000,12166918,900250,46078163
SG,SINGAPORE,116000,14213602,235000,28255193
ES,SPAIN,100,38667,87450,7088059
CH,SWITZERLAND,0,0,0,8420
TW,"TAIWAN, PROVINCE OF CHINA",201370,13190401,292728,21303868
TH,THAILAND,275,1574,275,1574
TR,TÜRKIYE,0,0,250,108745
AE,UNITED ARAB EMIRATES,0,0,2000,150654
US,UNITED STATES,69529,9117693,160666,23827609
SUM,SUM,1715191,166272934,4850232,463387898
