"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2019', 'Quantity')","('Mar 2019', 'CIF (Baht)')","('Jan - Mar 2019', 'Quantity')","('Jan - Mar 2019', 'CIF (Baht)')"
AR,ARGENTINA,0,0,200,84781
BE,BELGIUM,0,0,123940,7595533
CN,CHINA,268300,19436882,589023,41629524
FI,FINLAND,0,0,2750,292465
DE,GERMANY,2436,463159,2436,463159
HK,HONG KONG,155110,1728729,400510,4247417
IN,INDIA,0,0,1500,165126
ID,INDONESIA,0,0,600,113866
IL,ISRAEL,42304,2778825,42304,2778825
JP,JAPAN,1206184,36041806,1940672,82266168
KR,"KOREA,REPUBLIC OF",783000,33617705,2265820,101335701
MY,MALAYSIA,85454,8753349,200876,23571638
MX,MEXICO,0,0,4080,1176944
NL,NETHERLANDS,0,0,1,9152
SA,SAUDI ARABIA,1262550,43764158,2846550,101102283
SG,SINGAPORE,319700,14746655,983700,47941530
CH,SWITZERLAND,70560,4007329,70560,4007329
TW,"TAIWAN, PROVINCE OF CHINA",194675,8289276,350225,15163692
TH,THAILAND,0,0,14270,276666
UA,UKRAINE,500,17876,500,17876
AE,UNITED ARAB EMIRATES,0,0,25750,988101
US,UNITED STATES,34110,3037223,124470,8140479
VN,VIETNAM,0,0,540000,21203037
SUM,SUM,4424883,176682972,10530737,464571292
