"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2015', 'Quantity')","('Jul 2015', 'CIF (Baht)')","('Jan - Jul 2015', 'Quantity')","('Jan - Jul 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,50,11114
AT,AUSTRIA,0,0,37125,2371821
BE,BELGIUM,64895,5636928,606195,45395563
BR,BRAZIL,0,0,50,29203
CA,CANADA,0,0,77760,2630712
CN,CHINA,30200,1798927,295995,18970639
CO,COLOMBIA,26,17637,26,17637
CZ,CZECH REPUBLIC,0,0,50,9278
EG,EGYPT,0,0,300,20622
FI,FINLAND,0,0,442500,22604017
DE,GERMANY,201693,14236178,1394570,90998233
HK,HONG KONG,0,0,24750,942978
IN,INDIA,0,0,1,165
ID,INDONESIA,2000,348335,13020,4358328
IT,ITALY,0,0,12830,456310
JP,JAPAN,357910,21470885,3039851,203865361
KR,"KOREA,REPUBLIC OF",150003,8580584,1783768,103620878
KW,KUWAIT,346500,16217421,2450250,103624287
MY,MALAYSIA,2207280,111889763,14439181,659143120
NL,NETHERLANDS,308090,18843383,1769770,99731787
PH,PHILIPPINES,0,0,861,96748
QA,QATAR,433500,20510665,3544500,148831074
SA,SAUDI ARABIA,1092273,51372069,16561523,714668289
SG,SINGAPORE,2707605,140387649,15709792,750689925
ES,SPAIN,0,0,164000,16173013
LK,SRI LANKA,0,0,29,5312
SE,SWEDEN,0,0,9625,630146
CH,SWITZERLAND,0,0,36690,7292786
TW,"TAIWAN, PROVINCE OF CHINA",300,49281,28900,2083091
TH,THAILAND,1825,122983,1825,122983
AE,UNITED ARAB EMIRATES,241000,10991174,1384542,57774760
GB,UNITED KINGDOM,0,0,29199,1226280
US,UNITED STATES,116918,9010517,753678,66199494
VN,VIETNAM,1375,93002,29650,3275819
SUM,SUM,8263393,431577381,64642856,3127871773
