"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'CIF (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'CIF (Baht)')"
BE,BELGIUM,9000,927415,9000,927415
CN,CHINA,0,0,30226,2316729
DE,GERMANY,0,0,7025,862332
JP,JAPAN,5000,406981,32050,2506696
KR,"KOREA,REPUBLIC OF",0,0,23150,1494707
NL,NETHERLANDS,60500,3028684,622000,30154907
SA,SAUDI ARABIA,0,0,861750,35170958
SG,SINGAPORE,1635710,96635956,5943310,374869754
ES,SPAIN,0,0,86750,4620169
TH,THAILAND,0,0,25,17268
AE,UNITED ARAB EMIRATES,368500,15114051,1749925,71984680
GB,UNITED KINGDOM,0,0,25,14852
US,UNITED STATES,8200,940036,184548,14385232
SUM,SUM,2086910,117053123,9549784,539325699
