"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2013', 'Quantity')","('Aug 2013', 'CIF (Baht)')","('Jan - Aug 2013', 'Quantity')","('Jan - Aug 2013', 'CIF (Baht)')"
AU,AUSTRALIA,25783,1566142,33783,1980821
AT,AUSTRIA,790,379418,8715,1757607
BE,BELGIUM,20261,2210859,361578,30941819
BR,BRAZIL,0,0,671,116757
CA,CANADA,52250,2922459,462507,22544336
CN,CHINA,390256,19223470,2511117,115376698
CZ,CZECH REPUBLIC,40000,10269876,40000,10269876
FI,FINLAND,0,0,50,53989
FR,FRANCE,0,0,12525,2002346
DE,GERMANY,90939,7703027,1376183,102930995
HK,HONG KONG,0,0,564,88707
IN,INDIA,0,0,30,5673
ID,INDONESIA,2000,1551700,11273,3547780
IT,ITALY,75,32323,1275,930276
JP,JAPAN,440954,41457080,2929304,310214084
KR,"KOREA,REPUBLIC OF",312498,16654437,3543468,235183431
MY,MALAYSIA,24501,1308708,238357,17230686
NL,NETHERLANDS,0,0,153450,11807132
NO,NORWAY,0,0,1,1398
PH,PHILIPPINES,0,0,8950,2208397
QA,QATAR,25500,1111280,323250,13719253
SA,SAUDI ARABIA,445500,20531834,6196250,271842175
SG,SINGAPORE,1985666,109418871,13733358,729528391
ES,SPAIN,2,1608,121002,6253920
SE,SWEDEN,0,0,40000,1555844
CH,SWITZERLAND,0,0,6990,888773
TW,"TAIWAN, PROVINCE OF CHINA",157525,8635660,1487046,80981026
TH,THAILAND,0,0,8850,514556
AE,UNITED ARAB EMIRATES,124000,6784411,2142450,96921766
GB,UNITED KINGDOM,0,0,8750,1763780
US,UNITED STATES,640450,77544725,8680844,792606367
VN,VIETNAM,20000,1716680,80975,6947511
VG,VIRGIN ISLANDS (BRITISH),0,0,137,141409
SUM,SUM,4798950,331024568,44523703,2872857579
