"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2019', 'Quantity')","('Jul 2019', 'CIF (Baht)')","('Jan - Jul 2019', 'Quantity')","('Jan - Jul 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,7,6647
AT,AUSTRIA,162,201689,439,619061
BE,BELGIUM,8000,1172546,36660,6205663
BZ,BELIZE,0,0,382,139002
BR,BRAZIL,0,0,1146,413839
CA,CANADA,11,130568,4429,1883925
CN,CHINA,95500,4760294,580534,32395894
CZ,CZECH REPUBLIC,0,0,720,254111
DK,DENMARK,0,0,2,13283
SZ,ESWATINI,0,0,500,98181
FR,FRANCE,20102,1233780,201560,12127530
DE,GERMANY,10680,2650676,69560,16789980
HK,HONG KONG,8000,2014876,40100,10307965
IN,INDIA,16,4352,20532,2259194
ID,INDONESIA,352,32357,23572,2107652
IL,ISRAEL,4000,263071,4000,263071
IT,ITALY,0,0,6090,870408
JP,JAPAN,199289,34841154,1102972,186254273
KR,"KOREA,REPUBLIC OF",174585,10520887,2094727,118921546
MY,MALAYSIA,68820,5001045,759312,62116599
NL,NETHERLANDS,71150,6506080,863503,72902660
NZ,NEW ZEALAND,0,0,24,21306
NO,NORWAY,0,0,321,127542
SA,SAUDI ARABIA,420899,20403785,1485149,60560572
SG,SINGAPORE,49540,4594738,384552,39492754
CH,SWITZERLAND,1200,621958,1800,1077709
TW,"TAIWAN, PROVINCE OF CHINA",52,14560,322052,24225893
TH,THAILAND,0,0,5000,407044
AE,UNITED ARAB EMIRATES,445500,17403238,2920500,116507512
GB,UNITED KINGDOM,0,0,39000,4231179
US,UNITED STATES,165634,30238340,730023,98777433
VN,VIETNAM,8500,651399,51651,4110492
SUM,SUM,1751992,143261393,11750819,876489920
