"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2021', 'Quantity')","('Oct 2021', 'CIF (Baht)')","('Jan - Oct 2021', 'Quantity')","('Jan - Oct 2021', 'CIF (Baht)')"
CN,CHINA,23100,1359146,378503,25049488
FR,FRANCE,0,0,4,2903
IN,INDIA,0,0,54,14688
ID,INDONESIA,0,0,107,45731
IT,ITALY,0,0,12402,2340083
JP,JAPAN,0,0,69,31069
KR,"KOREA,REPUBLIC OF",244,103710,26244,3000946
TW,"TAIWAN, PROVINCE OF CHINA",1,605,108,32993
US,UNITED STATES,635,38802,855,73019
VN,VIETNAM,0,0,12,214
SUM,SUM,23980,1502263,418358,30591134
