"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2017', 'Quantity')","('Nov 2017', 'CIF (Baht)')","('Jan - Nov 2017', 'Quantity')","('Jan - Nov 2017', 'CIF (Baht)')"
AG,ANTIGUA AND BARBUDA,0,0,24750,1158550
AU,AUSTRALIA,0,0,10030,1218415
AT,AUSTRIA,0,0,337500,18892769
BE,BELGIUM,0,0,178400,9054527
CA,CANADA,0,0,4000,724051
CN,CHINA,79045,7229604,692207,74891591
FI,FINLAND,0,0,5500,237752
FR,FRANCE,97725,4924665,960645,47376734
DE,GERMANY,19818,4288909,117561,17032622
HK,HONG KONG,0,0,2000,235815
IN,INDIA,0,0,5763,616370
ID,INDONESIA,0,0,188671,20147838
IT,ITALY,7000,633119,8726,793712
JP,JAPAN,769638,57759357,9036103,625292201
KR,"KOREA,REPUBLIC OF",570268,28931103,4429730,217503583
MY,MALAYSIA,53580,2681500,257380,12151104
MX,MEXICO,0,0,810,504339
NL,NETHERLANDS,171875,11473748,1208625,79872007
NG,NIGERIA,0,0,50,21810
PH,PHILIPPINES,0,0,27,10003
SA,SAUDI ARABIA,123750,5164546,1509750,60437011
SG,SINGAPORE,3980533,184644082,55272636,2524322561
ZA,SOUTH AFRICA,0,0,74250,2752999
ES,SPAIN,11000,1192358,170550,15759058
SE,SWEDEN,0,0,90,112291
CH,SWITZERLAND,0,0,1250,236622
TW,"TAIWAN, PROVINCE OF CHINA",309200,14165056,1971070,94030270
TH,THAILAND,0,0,7369,396262
AE,UNITED ARAB EMIRATES,371250,15969166,4671050,192926143
GB,UNITED KINGDOM,0,0,2065,809152
US,UNITED STATES,32884,3423342,524253,45893045
VN,VIETNAM,0,0,36,7756
SUM,SUM,6597566,342480555,81672847,4065418963
