"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2019', 'Quantity')","('Oct 2019', 'CIF (Baht)')","('Jan - Oct 2019', 'Quantity')","('Jan - Oct 2019', 'CIF (Baht)')"
CA,CANADA,6250,910125,15000,2249163
CN,CHINA,5,1511,15653,7381748
DE,GERMANY,3,923,4414,986140
HK,HONG KONG,0,0,4,1167
IN,INDIA,1,43,1,43
IT,ITALY,0,0,2,1075
JP,JAPAN,14689,2608163,117515,21042163
KR,"KOREA,REPUBLIC OF",800,89033,10800,1020005
MY,MALAYSIA,0,0,10,1811
NL,NETHERLANDS,0,0,500,90946
SG,SINGAPORE,0,44,18005,6595378
ZA,SOUTH AFRICA,1,187,1,187
SE,SWEDEN,0,0,0,32272
CH,SWITZERLAND,1,1446,1,2131
TW,"TAIWAN, PROVINCE OF CHINA",1000,50043,1073,56918
TR,TÜRKIYE,0,0,30,961
GB,UNITED KINGDOM,1,2032,232,122910
US,UNITED STATES,5,4389,104271,3766503
VN,VIETNAM,1,96,46,7347
SUM,SUM,22757,3668035,287558,43358868
