"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2014', 'Quantity')","('Dec 2014', 'CIF (Baht)')","('Jan - Dec 2014', 'Quantity')","('Jan - Dec 2014', 'CIF (Baht)')"
CN,CHINA,20500,1877720,136225,11673680
FR,FRANCE,0,0,11000,927580
DE,GERMANY,0,0,1000,117562
IT,ITALY,1220,237374,69920,11622127
JP,JAPAN,0,0,2556,214365
KR,"KOREA,REPUBLIC OF",55000,3896443,839048,64192785
MY,MALAYSIA,1200,101802,32580,3214439
ES,SPAIN,0,0,23000,1935581
TW,"TAIWAN, PROVINCE OF CHINA",0,0,95,19375
GB,UNITED KINGDOM,18800,3638215,57585,7490175
US,UNITED STATES,11181,1547390,28658,3521860
VN,VIETNAM,0,0,2400,623808
SUM,SUM,107901,11298944,1204067,105553337
