"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2019', 'Quantity')","('Nov 2019', 'CIF (Baht)')","('Jan - Nov 2019', 'Quantity')","('Jan - Nov 2019', 'CIF (Baht)')"
BE,BELGIUM,0,0,56375,2305978
CA,CANADA,0,0,386,110578
CN,CHINA,0,0,19829,212509
DK,DENMARK,1,300,4,1038
FR,FRANCE,0,0,2,1794
DE,GERMANY,0,0,119,69481
IN,INDIA,3,251,3005,258570
JP,JAPAN,7500,624829,488503,11686005
KR,"KOREA,REPUBLIC OF",0,0,3,916
MY,MALAYSIA,0,0,1129,233034
QA,QATAR,127500,3549633,535500,16035353
SA,SAUDI ARABIA,222750,6743818,565650,18300644
SG,SINGAPORE,0,0,0,89
ES,SPAIN,0,0,2,1277
CH,SWITZERLAND,1,763,3,2737
TW,"TAIWAN, PROVINCE OF CHINA",0,0,35001,4680752
TH,THAILAND,4000,194800,4000,194800
AE,UNITED ARAB EMIRATES,0,0,11,6831
GB,UNITED KINGDOM,72,26002,369,162516
US,UNITED STATES,250,50922,37893,401722
VN,VIETNAM,0,0,82000,3713574
SUM,SUM,362077,11191318,1829784,58380198
