"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'CIF (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'CIF (Baht)')"
AT,AUSTRIA,0,0,200,138013
BE,BELGIUM,297291,14545387,853441,42984555
BR,BRAZIL,92300,6233171,228550,16378095
CA,CANADA,0,0,38460,6384799
CN,CHINA,73600,2987240,649561,24734939
DK,DENMARK,1,459,1,459
FR,FRANCE,110000,5718452,110000,5718452
DE,GERMANY,175350,12105316,809415,59747918
HK,HONG KONG,14,6541,16,8418
ID,INDONESIA,0,0,69340,3928865
IT,ITALY,0,0,75500,3699239
JP,JAPAN,1210852,63675626,5346386,264690424
KR,"KOREA,REPUBLIC OF",381050,18645437,1948100,90855649
KW,KUWAIT,396000,16858409,2796750,112338592
MY,MALAYSIA,172050,7754875,2984510,130318546
NL,NETHERLANDS,11000,750517,11000,796648
NO,NORWAY,137520,7970952,742500,42162557
QA,QATAR,2472200,109561423,6480980,278173295
SA,SAUDI ARABIA,1953875,86253530,6507900,276774889
SG,SINGAPORE,1023780,47340784,4861000,214569391
SE,SWEDEN,0,0,2750,274810
CH,SWITZERLAND,16640,774075,16640,774075
TW,"TAIWAN, PROVINCE OF CHINA",206500,10238036,1344500,64200009
TH,THAILAND,0,0,54004,2190786
AE,UNITED ARAB EMIRATES,668450,30800092,4669225,198911311
US,UNITED STATES,1064259,46023881,3316558,153553369
SUM,SUM,10462732,488244203,43917287,1994308103
