"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2017', 'Quantity')","('Nov 2017', 'CIF (Baht)')","('Jan - Nov 2017', 'Quantity')","('Jan - Nov 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,3,34657
BE,BELGIUM,3,32124,4,65230
CA,CANADA,2,24278,12,76073
CN,CHINA,17,19812,337,347805
FR,FRANCE,0,0,0,29314
DE,GERMANY,0,0,0,3655
IN,INDIA,0,0,2,21999
IL,ISRAEL,0,0,1,35271
JP,JAPAN,9109,701763,77351,9021500
KR,"KOREA,REPUBLIC OF",20,8433,45,29490
MY,MALAYSIA,0,0,934000,44332786
MX,MEXICO,0,0,24750,1119634
SA,SAUDI ARABIA,60500,2443552,803000,34237902
SG,SINGAPORE,0,0,2,25384
ZA,SOUTH AFRICA,0,0,24750,1136479
ES,SPAIN,0,0,654500,31066059
CH,SWITZERLAND,0,0,14,1344
TW,"TAIWAN, PROVINCE OF CHINA",75,2522,37061,3186783
GB,UNITED KINGDOM,0,0,4,199425
US,UNITED STATES,0,2714,100,320994
SUM,SUM,69726,3235198,2555936,125291784
