"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2019', 'Quantity')","('Sept 2019', 'CIF (Baht)')","('Jan - Sept 2019', 'Quantity')","('Jan - Sept 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,90,130261
AT,AUSTRIA,4,4895,14,15994
BE,BELGIUM,50375,2730082,141850,8486986
BR,BRAZIL,1287000,62549451,9911025,482736666
CA,CANADA,0,0,254035,2270913
CN,CHINA,27800,1809504,1006962,50354918
CZ,CZECH REPUBLIC,0,0,86,28620
DK,DENMARK,0,0,500,73119
EG,EGYPT,0,0,50,15752
FI,FINLAND,49400,2573187,420300,23345503
FR,FRANCE,0,0,89025,6504093
DE,GERMANY,276902,17975971,3325221,224495434
HK,HONG KONG,0,0,18315,49920
IN,INDIA,49800,1568628,51155,1703585
ID,INDONESIA,3750,1013460,18962,6392624
IL,ISRAEL,0,0,41300,3393336
IT,ITALY,750,250252,75260,8093298
JP,JAPAN,154722,11124703,1641642,137823567
KR,"KOREA,REPUBLIC OF",265584,13312905,2616467,130908411
KW,KUWAIT,247500,7192102,3341250,107752410
LU,LUXEMBOURG,35950,3798099,138175,16744759
MY,MALAYSIA,3043977,102551185,45474587,1596565206
NL,NETHERLANDS,379050,21278942,2813407,169698301
NO,NORWAY,51640,2751508,332150,18370372
QA,QATAR,765200,23778475,8772225,290094017
RU,RUSSIAN FEDERATION,0,0,1,1165
SA,SAUDI ARABIA,3649950,112988481,31251000,1049791511
SG,SINGAPORE,2197000,78030667,18850249,708426618
CH,SWITZERLAND,20,18748,2600,468905
TW,"TAIWAN, PROVINCE OF CHINA",0,0,48575,3784131
TH,THAILAND,0,0,130000,4841164
AE,UNITED ARAB EMIRATES,316550,9338229,1379050,45203864
GB,UNITED KINGDOM,2500,303844,32501,3127618
US,UNITED STATES,395109,13765904,3521972,137664501
VN,VIETNAM,4200,504982,34948,3535106
SUM,SUM,13254733,491214204,135734949,5242892648
