"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2018', 'Quantity')","('Nov 2018', 'CIF (Baht)')","('Jan - Nov 2018', 'Quantity')","('Jan - Nov 2018', 'CIF (Baht)')"
BE,BELGIUM,48000,5239764,252000,26199251
DE,GERMANY,0,0,74250,3936201
ID,INDONESIA,0,0,50,18980
JP,JAPAN,6000,455137,39656,3727355
KR,"KOREA,REPUBLIC OF",0,0,1644900,91043695
SG,SINGAPORE,969000,42175777,10190010,468877393
AE,UNITED ARAB EMIRATES,74100,3654302,489150,24921192
GB,UNITED KINGDOM,0,0,3050,532632
US,UNITED STATES,218491,14886349,1051821,69218531
SUM,SUM,1315591,66411329,13744887,688475230
