"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2016', 'Quantity')","('Jun 2016', 'CIF (Baht)')","('Jan - Jun 2016', 'Quantity')","('Jan - Jun 2016', 'CIF (Baht)')"
BE,BELGIUM,0,0,48000,5006612
CN,CHINA,102000,6267022,362000,23552719
HK,HONG KONG,5715,1105629,276365,15559222
IT,ITALY,270,103973,19170,3596068
JP,JAPAN,0,0,775,164603
KR,"KOREA,REPUBLIC OF",237400,13548193,1184155,76867050
MY,MALAYSIA,10000,877697,79000,5589251
SG,SINGAPORE,183745,11373553,225655,14106229
SE,SWEDEN,0,0,75750,6809939
TW,"TAIWAN, PROVINCE OF CHINA",589,55473,589,55473
AE,UNITED ARAB EMIRATES,0,0,279500,12878489
GB,UNITED KINGDOM,4800,412697,12150,1424474
US,UNITED STATES,31160,3273219,203622,22595334
VN,VIETNAM,32000,1834208,136000,7811011
SUM,SUM,607679,38851664,2902731,196016474
