"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2016', 'Quantity')","('Jun 2016', 'CIF (Baht)')","('Jan - Jun 2016', 'Quantity')","('Jan - Jun 2016', 'CIF (Baht)')"
BD,BANGLADESH,0,0,20,5030
BE,BELGIUM,201492,13484500,780752,51560181
BR,BRAZIL,0,0,1100,196568
CA,CANADA,0,0,25000,1925143
CN,CHINA,66640,4282616,373466,23320634
FR,FRANCE,0,0,11000,579968
DE,GERMANY,15,5409,55,24151
ID,INDONESIA,0,0,3840,201085
IT,ITALY,215,47696,31765,4254291
JP,JAPAN,255454,15837510,1147507,74698010
KE,KENYA,0,0,16000,846402
KR,"KOREA,REPUBLIC OF",263645,13416371,1003498,52020050
MY,MALAYSIA,27963,2091565,566001,28156310
MX,MEXICO,0,0,8761,1716912
SA,SAUDI ARABIA,123750,5940581,1138500,51138437
SG,SINGAPORE,800,127821,4450,665965
CH,SWITZERLAND,0,0,20000,2567320
TW,"TAIWAN, PROVINCE OF CHINA",98210,8296994,450557,31576402
GB,UNITED KINGDOM,0,0,415,262049
US,UNITED STATES,131050,7938555,620695,38412259
VN,VIETNAM,78440,1148752,289020,4217782
SUM,SUM,1247674,72618370,6492402,368344949
