"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2015', 'Quantity')","('Apr 2015', 'CIF (Baht)')","('Jan - Apr 2015', 'Quantity')","('Jan - Apr 2015', 'CIF (Baht)')"
BE,BELGIUM,24750,1243788,148500,6762049
CN,CHINA,195014,11397586,432014,28690934
DE,GERMANY,200,8731,200,8731
ID,INDONESIA,12250,1104109,68425,5697645
IL,ISRAEL,12066,1059075,12066,1059075
JP,JAPAN,401380,21845503,1818094,100586322
KR,"KOREA,REPUBLIC OF",22000,1134495,248875,12651560
KW,KUWAIT,148500,5804345,569250,22229923
MY,MALAYSIA,1244875,51925378,6637285,287169960
NL,NETHERLANDS,74250,3643560,99000,4898748
QA,QATAR,0,0,714000,28784510
SA,SAUDI ARABIA,2772000,108417397,8934750,362888359
SG,SINGAPORE,198000,8994618,752385,34149028
ES,SPAIN,49500,2464264,117000,6739347
TW,"TAIWAN, PROVINCE OF CHINA",0,0,12000,1376940
AE,UNITED ARAB EMIRATES,297000,11447810,2103550,83065815
US,UNITED STATES,78551,6180181,278709,22433735
VN,VIETNAM,0,0,29,3770
SUM,SUM,5530336,236670840,22946132,1009196451
