"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2018', 'Quantity')","('Nov 2018', 'CIF (Baht)')","('Jan - Nov 2018', 'Quantity')","('Jan - Nov 2018', 'CIF (Baht)')"
BE,BELGIUM,0,0,140,23067
BR,BRAZIL,0,0,27,16784
CN,CHINA,13,4245,4837,412476
FR,FRANCE,1080,226551,12080,2758812
DE,GERMANY,0,0,31,9680
IN,INDIA,0,0,112151,2571741
IL,ISRAEL,0,0,84000,5831731
IT,ITALY,0,0,21250,1509953
JP,JAPAN,26578,3994046,241794,35115634
KR,"KOREA,REPUBLIC OF",126000,10124498,1056075,64955638
MY,MALAYSIA,0,0,2517,273846
NO,NORWAY,0,0,13,3285
QA,QATAR,17000,647419,153000,6179303
SG,SINGAPORE,0,0,681,203939
SK,SLOVAKIA,0,0,100,30222
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1009,41985
GB,UNITED KINGDOM,0,0,1703,470611
US,UNITED STATES,0,0,25,14766
SUM,SUM,170671,14996759,1691433,120423473
