"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2015', 'Quantity')","('Dec 2015', 'CIF (Baht)')","('Jan - Dec 2015', 'Quantity')","('Jan - Dec 2015', 'CIF (Baht)')"
CN,CHINA,3000,346057,579125,55941153
FI,FINLAND,0,0,3750,423933
JP,JAPAN,253000,13352852,2458390,159147723
KR,"KOREA,REPUBLIC OF",44550,2601201,2017150,128317903
MY,MALAYSIA,10000,648460,200000,12399677
SA,SAUDI ARABIA,0,0,49500,2052856
SG,SINGAPORE,16000,749792,16000,749792
SE,SWEDEN,0,0,252050,20205012
TW,"TAIWAN, PROVINCE OF CHINA",0,0,22550,2153428
AE,UNITED ARAB EMIRATES,52000,2791262,902200,46678105
GB,UNITED KINGDOM,0,0,11000,1098255
US,UNITED STATES,135621,9395258,1727570,118077157
VN,VIETNAM,93375,6372986,794425,55214006
SUM,SUM,607546,36257868,9033710,602459000
