"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2020', 'Quantity')","('Dec 2020', 'CIF (Baht)')","('Jan - Dec 2020', 'Quantity')","('Jan - Dec 2020', 'CIF (Baht)')"
BR,BRAZIL,0,0,2950,279226
CN,CHINA,0,0,9,5466
IN,INDIA,110000,3784425,110000,3784425
ID,INDONESIA,0,0,50,14745
JP,JAPAN,221000,7960994,1359460,51189217
KR,"KOREA,REPUBLIC OF",0,0,88000,2718146
MY,MALAYSIA,0,0,1338750,35103595
SA,SAUDI ARABIA,272250,7962742,1410750,38620612
SG,SINGAPORE,0,0,173250,4569141
TW,"TAIWAN, PROVINCE OF CHINA",0,0,20100,1103982
US,UNITED STATES,0,0,306100,10646374
SUM,SUM,603250,19708161,4809419,148034929
