"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'CIF (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,16000,607399
AT,AUSTRIA,0,0,1375,114731
BE,BELGIUM,200,35297,2365180,143657715
BR,BRAZIL,11000,937711,22000,1939461
CA,CANADA,20956,1588428,62868,4793714
CN,CHINA,37000,2714869,2139572,100864703
FR,FRANCE,0,0,74767,6310665
DE,GERMANY,67460,10353380,755467,95093370
HK,HONG KONG,0,0,20000,3252336
IN,INDIA,0,0,563500,25266113
ID,INDONESIA,0,0,567526,26101695
IR,IRAN (ISLAMIC REPUBLIC OF),148500,6509707,1782000,73632212
IL,ISRAEL,0,0,60,5214
IT,ITALY,0,0,25,10342
JP,JAPAN,1911602,130794996,15269271,993021203
KR,"KOREA,REPUBLIC OF",680,119876,830747,38223252
KW,KUWAIT,594000,24617116,3514600,148042813
MY,MALAYSIA,841500,36238035,4529075,207987167
MX,MEXICO,0,0,387,78708
NL,NETHERLANDS,200,29027,106800,9642012
QA,QATAR,4256208,189939135,26132458,1196137813
SA,SAUDI ARABIA,2227500,95210784,17536875,760553384
SG,SINGAPORE,2876855,127693564,27517746,1247936850
SE,SWEDEN,0,0,22000,1719647
CH,SWITZERLAND,0,0,16730,922577
TW,"TAIWAN, PROVINCE OF CHINA",0,0,35075,1682028
TH,THAILAND,0,0,22138,951414
AE,UNITED ARAB EMIRATES,977400,42251435,18863031,796876102
GB,UNITED KINGDOM,0,0,0,396
US,UNITED STATES,0,0,338854,21524171
SUM,SUM,13971061,669033360,123106127,5906949207
