"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2022', 'Quantity')","('May 2022', 'CIF (Baht)')","('Jan - May 2022', 'Quantity')","('Jan - May 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,2700,149871
AT,AUSTRIA,0,0,22500,1829969
BE,BELGIUM,747460,59252387,3073445,226591099
BR,BRAZIL,0,0,8853,1463965
CN,CHINA,393380,29201245,948123,68781191
FR,FRANCE,100,16469,50025,3462743
DE,GERMANY,97578,10450785,331433,35934476
HK,HONG KONG,0,0,101,29557
IN,INDIA,193929,11241897,793540,47244222
ID,INDONESIA,30505,3175196,201587,21856989
JP,JAPAN,1033615,66990563,5634471,433916853
KR,"KOREA,REPUBLIC OF",2476300,128365949,9488950,457380000
MY,MALAYSIA,33000,1917520,308500,28292087
NL,NETHERLANDS,123750,12270272,616875,55379872
SA,SAUDI ARABIA,506730,24523827,3216790,146747989
SG,SINGAPORE,3845104,224218663,16892785,947541374
ES,SPAIN,0,0,26250,2791548
CH,SWITZERLAND,0,0,34560,2386564
TW,"TAIWAN, PROVINCE OF CHINA",55700,4246175,415420,28344720
TH,THAILAND,0,0,2000,191069
AE,UNITED ARAB EMIRATES,422225,20870238,2598850,118155076
GB,UNITED KINGDOM,1850,916289,1850,916289
US,UNITED STATES,21252,2485910,224600,27592859
VN,VIETNAM,100,4797,4525,672132
SUM,SUM,9982578,600148182,44898733,2657652514
