"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2012', 'Quantity')","('Jun 2012', 'CIF (Baht)')","('Jan - Jun 2012', 'Quantity')","('Jan - Jun 2012', 'CIF (Baht)')"
BE,BELGIUM,60600,6297658,132600,13723977
CN,CHINA,10000,763754,95000,7153621
DE,GERMANY,0,0,5125,1039749
IT,ITALY,0,0,2325,434610
JP,JAPAN,0,0,10616,1102890
KR,"KOREA,REPUBLIC OF",0,0,46800,4319982
LU,LUXEMBOURG,0,0,2,1168
QA,QATAR,0,0,255000,11466849
SG,SINGAPORE,255000,10784086,860600,36926382
SE,SWEDEN,4200,530209,9800,1335434
TW,"TAIWAN, PROVINCE OF CHINA",0,0,100,37449
AE,UNITED ARAB EMIRATES,0,0,268400,13338484
US,UNITED STATES,37047,4630398,409007,39336860
VN,VIETNAM,1000,127502,1000,127502
SUM,SUM,367847,23133607,2096375,130344957
