"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2015', 'Quantity')","('Nov 2015', 'CIF (Baht)')","('Jan - Nov 2015', 'Quantity')","('Jan - Nov 2015', 'CIF (Baht)')"
BE,BELGIUM,36000,3827935,216000,22921340
CA,CANADA,0,0,12701,584044
CN,CHINA,0,0,74150,5417281
IT,ITALY,0,0,50,21948
JP,JAPAN,50,14658,27275,2301394
KR,"KOREA,REPUBLIC OF",4425,380393,235602,14605556
SG,SINGAPORE,939000,39878048,9186850,406838690
TW,"TAIWAN, PROVINCE OF CHINA",0,0,18000,1377000
AE,UNITED ARAB EMIRATES,13000,669715,434900,22025228
US,UNITED STATES,0,0,514656,34226480
SUM,SUM,992475,44770749,10720184,510318961
