"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'CIF (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'CIF (Baht)')"
BE,BELGIUM,100,19804,605,226859
CN,CHINA,1720,989466,4165,1983471
DE,GERMANY,75,15529,155,51678
HK,HONG KONG,0,0,45,7481
IT,ITALY,12,9475,13,11643
JP,JAPAN,2000,295015,5269,812516
NL,NETHERLANDS,575,111941,1125,206963
SG,SINGAPORE,0,0,4500,1970606
TW,"TAIWAN, PROVINCE OF CHINA",0,1594,1095,67930
TR,TÜRKIYE,30,3019,30,3019
GB,UNITED KINGDOM,0,0,276,148492
US,UNITED STATES,6,7143,12,14239
SUM,SUM,4518,1452986,17290,5504897
