"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2016', 'Quantity')","('Aug 2016', 'CIF (Baht)')","('Jan - Aug 2016', 'Quantity')","('Jan - Aug 2016', 'CIF (Baht)')"
AU,AUSTRALIA,20000,1899870,60599,5849988
BE,BELGIUM,11000,525630,209599,10468050
CN,CHINA,88000,6533902,560000,42600153
FI,FINLAND,0,0,1375,100980
DE,GERMANY,20,13837,20,13837
ID,INDONESIA,30375,2579818,439600,30226001
IL,ISRAEL,0,0,5980,479291
JP,JAPAN,842570,48066488,4825434,262886746
KR,"KOREA,REPUBLIC OF",48750,2182565,270800,12975984
KW,KUWAIT,173250,6887824,1361250,54087747
MY,MALAYSIA,925800,40553458,6858509,295067610
NL,NETHERLANDS,123750,6103965,829250,39874997
PH,PHILIPPINES,0,0,17000,729244
QA,QATAR,306000,11950188,2295100,90555325
SA,SAUDI ARABIA,2722625,111084271,22114274,903421392
SG,SINGAPORE,222750,10270778,2695184,119720970
ZA,SOUTH AFRICA,24750,1009009,24750,1009009
ES,SPAIN,0,0,225500,10653292
TH,THAILAND,0,0,17622,984871
AE,UNITED ARAB EMIRATES,1460450,60406124,7637775,315519092
GB,UNITED KINGDOM,0,0,5,2851
US,UNITED STATES,194700,11480058,1135506,71918922
SUM,SUM,7194790,321547785,51585132,2269146352
