"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2012', 'Quantity')","('Jun 2012', 'CIF (Baht)')","('Jan - Jun 2012', 'Quantity')","('Jan - Jun 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,10000,573657
AT,AUSTRIA,125,64867,1250,560962
BE,BELGIUM,45475,2889511,91954,6695944
CA,CANADA,1500,558704,109000,7175998
CN,CHINA,263449,12971137,1506578,80722401
FR,FRANCE,200,79684,18395,2177965
DE,GERMANY,2675,605125,159767,18789829
HK,HONG KONG,0,0,73100,7681225
ID,INDONESIA,0,0,265,35765
IL,ISRAEL,0,0,0,134
IT,ITALY,500,145277,11500,1455213
JP,JAPAN,193540,35367954,1785685,238592394
KR,"KOREA,REPUBLIC OF",708045,48963400,3397172,256870896
MY,MALAYSIA,520,68044,184733,12308473
NL,NETHERLANDS,150,38875,179850,10880478
NO,NORWAY,0,0,12,8206
PH,PHILIPPINES,0,0,625,63403
QA,QATAR,433500,20228369,3090000,136403468
RU,RUSSIAN FEDERATION,0,0,1,1253
SA,SAUDI ARABIA,788900,34161154,3351950,145918489
SG,SINGAPORE,2472775,127619059,10979123,563042531
ES,SPAIN,0,0,42527,3634686
SE,SWEDEN,0,0,19000,860175
TW,"TAIWAN, PROVINCE OF CHINA",183959,12017243,1175993,77483616
TH,THAILAND,0,0,2580,95392
AE,UNITED ARAB EMIRATES,325875,16013396,1541400,69673333
GB,UNITED KINGDOM,600,322123,11684,2446180
US,UNITED STATES,508005,37080537,6082885,449251383
VN,VIETNAM,10400,849120,511555,38453186
SUM,SUM,5940193,350043579,34338584,2131856635
