"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'CIF (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'CIF (Baht)')"
BE,BELGIUM,77275,5258009,526810,30129872
BR,BRAZIL,1100,174632,1100,174632
CA,CANADA,0,0,42400,2479953
CN,CHINA,138371,6903592,681196,30258793
DE,GERMANY,385,71556,10401,947627
IN,INDIA,1500,701240,1625,736343
IT,ITALY,41000,2824470,61050,6182905
JP,JAPAN,90376,6799816,687293,45649522
KR,"KOREA,REPUBLIC OF",691891,36670075,2522043,133054850
MY,MALAYSIA,114480,6240287,564670,27876607
SA,SAUDI ARABIA,24750,1205170,643500,30112531
SG,SINGAPORE,12000,670475,241600,13119336
TW,"TAIWAN, PROVINCE OF CHINA",136000,7480827,880350,47565728
AE,UNITED ARAB EMIRATES,0,0,366900,17916034
GB,UNITED KINGDOM,0,0,9701,1227063
US,UNITED STATES,64810,5181112,621728,39134776
VN,VIETNAM,1200,82868,3620,298504
SUM,SUM,1395138,80264129,7865987,426865076
