"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2013', 'Quantity')","('Oct 2013', 'CIF (Baht)')","('Jan - Oct 2013', 'Quantity')","('Jan - Oct 2013', 'CIF (Baht)')"
BE,BELGIUM,0,0,100100,9928087
CA,CANADA,0,0,500,54927
CN,CHINA,77500,6007255,258400,21837012
FR,FRANCE,0,0,23100,2121342
DE,GERMANY,16,103679,59919,11614702
IN,INDIA,0,0,6300,657766
ID,INDONESIA,300,19424,300,19424
IT,ITALY,0,0,15125,3072731
JP,JAPAN,465,283778,22220,3004396
KR,"KOREA,REPUBLIC OF",21600,1767664,189700,15010349
MY,MALAYSIA,0,0,8675,1408308
SG,SINGAPORE,18000,1314243,433525,19111524
SE,SWEDEN,700,154229,23100,3534762
CH,SWITZERLAND,0,0,0,1757
TH,THAILAND,0,0,800,73317
AE,UNITED ARAB EMIRATES,65000,3415682,570522,28026698
GB,UNITED KINGDOM,0,0,300,27819
US,UNITED STATES,41912,4254422,439055,31786440
VN,VIETNAM,2000,256499,5000,623305
SUM,SUM,227493,17576875,2156641,151914666
