"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2019', 'Quantity')","('Aug 2019', 'CIF (Baht)')","('Jan - Aug 2019', 'Quantity')","('Jan - Aug 2019', 'CIF (Baht)')"
CA,CANADA,0,0,8750,1339038
CN,CHINA,1,887,12024,5740058
DE,GERMANY,2,678,2,678
HK,HONG KONG,0,0,4,1167
JP,JAPAN,0,0,102506,18277776
KR,"KOREA,REPUBLIC OF",10000,930972,10000,930972
MY,MALAYSIA,10,1722,10,1722
NL,NETHERLANDS,0,0,500,90946
SG,SINGAPORE,0,0,18005,6595334
SE,SWEDEN,0,32272,0,32272
TW,"TAIWAN, PROVINCE OF CHINA",12,1241,73,6875
TR,TÜRKIYE,0,0,30,961
GB,UNITED KINGDOM,0,0,139,77949
US,UNITED STATES,0,1012,104266,3762114
VN,VIETNAM,0,0,45,7251
SUM,SUM,10025,968784,256354,36865113
