"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2013', 'Quantity')","('Aug 2013', 'CIF (Baht)')","('Jan - Aug 2013', 'Quantity')","('Jan - Aug 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,7,1737
CN,CHINA,15000,882935,105120,6286093
DE,GERMANY,0,0,28820,1906795
IL,ISRAEL,11200,879379,33600,2572126
JP,JAPAN,9592,878229,57483,5909194
KR,"KOREA,REPUBLIC OF",0,0,36000,1760757
MY,MALAYSIA,0,0,27,6238
NL,NETHERLANDS,0,0,49502,3282913
QA,QATAR,25500,1182719,229500,10118897
SA,SAUDI ARABIA,0,0,32000,1416940
SG,SINGAPORE,90,18009,220,91173
CH,SWITZERLAND,0,0,0,1557
TW,"TAIWAN, PROVINCE OF CHINA",0,0,10000,968495
TH,THAILAND,0,0,2250,359978
US,UNITED STATES,20,14140,45380,12777822
SUM,SUM,61402,3855411,629909,47460715
