"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2015', 'Quantity')","('Aug 2015', 'CIF (Baht)')","('Jan - Aug 2015', 'Quantity')","('Jan - Aug 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1903,242893
AT,AUSTRIA,304,484609,1338,1801506
BE,BELGIUM,20000,4492171,285994,50008630
CA,CANADA,0,0,18128,3073353
CN,CHINA,152410,8923353,1386330,79154805
FR,FRANCE,20040,1220482,219076,18519794
DE,GERMANY,9686,2291114,44757,11772925
HK,HONG KONG,0,0,26,6121
IN,INDIA,0,0,111829,4818783
ID,INDONESIA,76,23200,65107,6574792
IE,IRELAND,0,0,100,35540
IL,ISRAEL,0,0,9600,1460016
IT,ITALY,2710,356233,18279,1721407
JP,JAPAN,151261,30953011,1309339,220129575
KR,"KOREA,REPUBLIC OF",440400,28194134,2825252,183932094
MY,MALAYSIA,120727,11240323,1146908,97768701
MX,MEXICO,0,0,41504,2577682
MA,MOROCCO,0,0,207,110098
NL,NETHERLANDS,260050,23286114,983886,89809117
PH,PHILIPPINES,50,8312,50,8312
SA,SAUDI ARABIA,198000,8401439,2425500,105397323
SG,SINGAPORE,60950,11127201,627075,105592194
ES,SPAIN,13200,1244199,211250,18473319
CH,SWITZERLAND,0,0,2000,1676201
TW,"TAIWAN, PROVINCE OF CHINA",51462,2350059,1139840,68430180
TH,THAILAND,0,0,3440,507601
TR,TÜRKIYE,0,0,250,92786
AE,UNITED ARAB EMIRATES,0,0,247500,9689078
GB,UNITED KINGDOM,864,161786,18103,3346856
US,UNITED STATES,39867,6675943,290885,44078474
VN,VIETNAM,7000,691068,86000,25085478
SUM,SUM,1549057,142124751,13521456,1155895634
