"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2019', 'Quantity')","('May 2019', 'CIF (Baht)')","('Jan - May 2019', 'Quantity')","('Jan - May 2019', 'CIF (Baht)')"
AR,ARGENTINA,0,0,200,84781
BE,BELGIUM,0,0,123940,7595533
CN,CHINA,62113,4225281,902986,65348677
FI,FINLAND,0,0,2750,292465
DE,GERMANY,356,69329,4042,770151
HK,HONG KONG,0,0,400510,4247417
IN,INDIA,1000,56004,3500,327823
ID,INDONESIA,0,0,5600,549237
IL,ISRAEL,0,0,42304,2778825
JP,JAPAN,153361,10937464,2639458,123763820
KR,"KOREA,REPUBLIC OF",1005985,43229199,4454780,197356063
MY,MALAYSIA,55026,7301176,300458,36736962
MX,MEXICO,0,0,19720,2157976
NL,NETHERLANDS,0,0,1,9152
OM,OMAN,49500,1759359,99000,3478727
SA,SAUDI ARABIA,1188000,43685748,4950300,176807040
SG,SINGAPORE,507225,21794276,1780947,82291144
CH,SWITZERLAND,0,0,70560,4007329
TW,"TAIWAN, PROVINCE OF CHINA",112000,6084258,524925,23496313
TH,THAILAND,0,0,14345,281097
UA,UKRAINE,0,0,500,17876
AE,UNITED ARAB EMIRATES,49500,1982433,125250,4876486
GB,UNITED KINGDOM,3000,383653,3000,383653
US,UNITED STATES,17146,1274134,192872,13930812
VN,VIETNAM,118000,7305587,658000,28508624
SUM,SUM,3322212,150087901,17319948,780097983
