"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2020', 'Quantity')","('Jul 2020', 'CIF (Baht)')","('Jan - Jul 2020', 'Quantity')","('Jan - Jul 2020', 'CIF (Baht)')"
AU,AUSTRALIA,2500,174727,7500,547429
AT,AUSTRIA,0,0,4125,251073
BE,BELGIUM,71540,2484874,331610,14080026
CN,CHINA,193840,13105984,1454945,94307846
DE,GERMANY,22550,1006496,77926,4008005
HK,HONG KONG,0,0,100,15301
IN,INDIA,0,0,3400,337870
ID,INDONESIA,9185,706778,91722,7198239
IL,ISRAEL,0,0,39240,2598804
IT,ITALY,10,14106,60,41728
JP,JAPAN,194464,12502872,2170394,138128958
KR,"KOREA,REPUBLIC OF",390525,14503184,5139525,191785293
MY,MALAYSIA,9500,779230,1583912,61778034
MX,MEXICO,0,0,6800,603838
OM,OMAN,99000,2441503,420750,11141343
SA,SAUDI ARABIA,2108350,59118191,8460630,249836165
SG,SINGAPORE,801035,27461532,3848238,137640056
ZA,SOUTH AFRICA,24750,643280,24750,643280
ES,SPAIN,0,0,16575,1355766
TW,"TAIWAN, PROVINCE OF CHINA",48452,1779104,410937,16289542
TH,THAILAND,0,0,40250,1655352
AE,UNITED ARAB EMIRATES,173250,5132207,595125,18100827
US,UNITED STATES,74468,5338791,270367,17996215
SUM,SUM,4223419,147192859,24998881,970340990
