"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'CIF (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'CIF (Baht)')"
BE,BELGIUM,0,0,19000,2138734
HK,HONG KONG,0,0,0,1300
JP,JAPAN,22503,3500646,158601,23871463
KR,"KOREA,REPUBLIC OF",47000,2263712,372105,16688405
MY,MALAYSIA,0,0,4000,419201
QA,QATAR,0,0,16500,881918
SA,SAUDI ARABIA,0,0,300,33628
SG,SINGAPORE,0,0,12000,774791
ES,SPAIN,0,0,83,49136
TW,"TAIWAN, PROVINCE OF CHINA",0,0,86700,6256041
US,UNITED STATES,0,0,8,6842
SUM,SUM,69503,5764358,669297,51121459
