"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2019', 'Quantity')","('Mar 2019', 'CIF (Baht)')","('Jan - Mar 2019', 'Quantity')","('Jan - Mar 2019', 'CIF (Baht)')"
BE,BELGIUM,24000,1316704,60000,3467847
CN,CHINA,45500,1479682,331127,18653623
FR,FRANCE,0,0,11000,1663011
IT,ITALY,4125,590579,13750,2546741
JP,JAPAN,0,0,60470,6270164
KR,"KOREA,REPUBLIC OF",24000,1837158,24000,1837158
MY,MALAYSIA,0,0,2,651
NZ,NEW ZEALAND,3,2311,3,2311
SG,SINGAPORE,99000,3631256,288250,11234260
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1,232
AE,UNITED ARAB EMIRATES,0,0,127400,5868015
US,UNITED STATES,50000,6873325,50000,6873325
SUM,SUM,246628,15731015,966003,58417338
