"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2021', 'Quantity')","('Oct 2021', 'CIF (Baht)')","('Jan - Oct 2021', 'Quantity')","('Jan - Oct 2021', 'CIF (Baht)')"
AR,ARGENTINA,0,0,700,70202
AU,AUSTRALIA,0,0,1068966,42953636
AT,AUSTRIA,20,32230,48150,3922602
BE,BELGIUM,0,0,3250,155030
CN,CHINA,1115767,53850546,13339562,699375016
FR,FRANCE,25,29595,250,244038
DE,GERMANY,32000,3518321,180296,18791164
HK,HONG KONG,1,2766,3702,1145010
HU,HUNGARY,1,684,1,684
IN,INDIA,168652,6720390,1229962,39422930
ID,INDONESIA,30001,3062950,271246,24850586
IT,ITALY,0,0,11246,866377
JP,JAPAN,645439,49383906,6559206,451275331
KR,"KOREA,REPUBLIC OF",587100,32176270,8868170,415065226
LA,LAO PDR,0,0,25,3159
MY,MALAYSIA,200,6956,545015,62854794
MX,MEXICO,25,41765,275,55158
NL,NETHERLANDS,0,0,297035,24838216
NZ,NEW ZEALAND,0,0,6000,424576
OM,OMAN,321750,12787623,4603850,177603856
PH,PHILIPPINES,0,0,25,4916
SA,SAUDI ARABIA,1348625,56078366,15104560,624815044
SG,SINGAPORE,1558912,67736201,7858758,397019822
ZA,SOUTH AFRICA,0,0,544500,17554047
ES,SPAIN,0,0,50,35120
SE,SWEDEN,25,11771,36,18910
TW,"TAIWAN, PROVINCE OF CHINA",132754,9312764,1916328,103805685
AE,UNITED ARAB EMIRATES,668250,27874646,7921764,320944268
GB,UNITED KINGDOM,0,0,20126,2961170
US,UNITED STATES,1052,146071,203206,7847679
VN,VIETNAM,433,112270,64409,3666502
SUM,SUM,6611032,322886091,70670669,3442590754
