"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2020', 'Quantity')","('May 2020', 'CIF (Baht)')","('Jan - May 2020', 'Quantity')","('Jan - May 2020', 'CIF (Baht)')"
CA,CANADA,0,0,10000,1456900
CN,CHINA,6000,1167146,26481,5686202
FR,FRANCE,0,0,2,1175
DE,GERMANY,25,899,28,2099
JP,JAPAN,525,201749,5675,1008178
MY,MALAYSIA,0,0,0,57
NL,NETHERLANDS,0,0,25,13671
SG,SINGAPORE,0,0,7,1073
TW,"TAIWAN, PROVINCE OF CHINA",0,0,121,11577
GB,UNITED KINGDOM,0,0,556,286976
US,UNITED STATES,0,0,816,118909
VN,VIETNAM,0,0,6,869
SUM,SUM,6550,1369794,43717,8587686
