"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2013', 'Quantity')","('Aug 2013', 'CIF (Baht)')","('Jan - Aug 2013', 'Quantity')","('Jan - Aug 2013', 'CIF (Baht)')"
BE,BELGIUM,12000,1195326,132000,12758001
CN,CHINA,50,1556,5376,457739
FI,FINLAND,11000,753304,35750,2387136
IT,ITALY,0,0,1450,429329
JP,JAPAN,66000,4355469,859200,55128754
KR,"KOREA,REPUBLIC OF",108100,7551741,296100,18892203
SG,SINGAPORE,790000,37204475,6403000,289834576
SE,SWEDEN,0,0,14000,1295181
AE,UNITED ARAB EMIRATES,98800,5015862,1123250,54144922
US,UNITED STATES,308941,18913461,1109473,66705228
SUM,SUM,1394891,74991194,9979599,502033069
