"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2013', 'Quantity')","('Jul 2013', 'CIF (Baht)')","('Jan - Jul 2013', 'Quantity')","('Jan - Jul 2013', 'CIF (Baht)')"
BE,BELGIUM,0,0,38000,3862528
CN,CHINA,500,17552,18510,1688657
IN,INDIA,0,0,1500,92116
JP,JAPAN,140700,14057439,951060,84479941
KR,"KOREA,REPUBLIC OF",62000,2906848,271000,12641180
MY,MALAYSIA,0,0,12500,600125
NL,NETHERLANDS,0,0,19000,1874600
QA,QATAR,0,0,66000,2814945
SG,SINGAPORE,0,0,5000,316605
TW,"TAIWAN, PROVINCE OF CHINA",0,0,286081,13231134
TH,THAILAND,0,0,950,51581
SUM,SUM,203200,16981839,1669601,121653412
