"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2017', 'Quantity')","('Oct 2017', 'CIF (Baht)')","('Jan - Oct 2017', 'Quantity')","('Jan - Oct 2017', 'CIF (Baht)')"
CN,CHINA,0,0,53885,5151622
FI,FINLAND,0,0,11000,698539
DE,GERMANY,0,0,400,14496
HK,HONG KONG,0,0,615,43950
JP,JAPAN,44000,2904000,1889650,132432491
KR,"KOREA,REPUBLIC OF",144000,7528274,596000,35938888
MY,MALAYSIA,20050,1203735,60050,3713704
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11000,1064361
AE,UNITED ARAB EMIRATES,296500,15770458,2049050,103857280
US,UNITED STATES,222572,12589596,1941083,113829769
VN,VIETNAM,95575,5756637,407575,25230844
SUM,SUM,822697,45752700,7020308,421975944
