"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2018', 'Quantity')","('Dec 2018', 'CIF (Baht)')","('Jan - Dec 2018', 'Quantity')","('Jan - Dec 2018', 'CIF (Baht)')"
AU,AUSTRALIA,500,94772,11500,772368
AT,AUSTRIA,0,0,31336,3602283
BE,BELGIUM,25100,2187588,565356,55077496
CA,CANADA,0,0,35975,9139750
CN,CHINA,1318714,41847028,9981737,423915952
DK,DENMARK,0,0,0,2609
EG,EGYPT,0,0,115,9202
FR,FRANCE,100,84068,14100,1915920
DE,GERMANY,12575,1149836,245866,22358006
HK,HONG KONG,0,0,150,34350
IN,INDIA,0,0,44318,5234045
ID,INDONESIA,0,0,1555,309670
IT,ITALY,2080,838956,32204,7968531
JP,JAPAN,237039,24914193,4089478,477118698
KR,"KOREA,REPUBLIC OF",240100,15462498,4443276,261231370
KW,KUWAIT,0,0,200,109520
LU,LUXEMBOURG,0,0,38,54423
MY,MALAYSIA,39377,2925417,1152191,59036554
NL,NETHERLANDS,50,7783,20086,2843769
NZ,NEW ZEALAND,0,0,760,331856
QA,QATAR,0,0,510000,19603485
SA,SAUDI ARABIA,49500,2688489,865375,36857024
SG,SINGAPORE,1268600,53636229,23839414,1084266801
ES,SPAIN,0,0,143200,11877710
SE,SWEDEN,0,0,105,43236
CH,SWITZERLAND,0,0,25,45998
TW,"TAIWAN, PROVINCE OF CHINA",3530,512981,212157,18930463
TH,THAILAND,25075,714223,147804,5768085
AE,UNITED ARAB EMIRATES,330000,14845269,3925110,165927905
GB,UNITED KINGDOM,2000,412913,81741,8002262
US,UNITED STATES,433256,44877370,4534975,522808938
VN,VIETNAM,40200,2112969,214522,11167359
SUM,SUM,4027796,209312582,55144669,3216365638
