"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2021', 'Quantity')","('Sept 2021', 'CIF (Baht)')","('Jan - Sept 2021', 'Quantity')","('Jan - Sept 2021', 'CIF (Baht)')"
CN,CHINA,0,0,16531,1266259
FR,FRANCE,0,0,13500,2685989
IN,INDIA,0,0,1,65
IL,ISRAEL,24000,2051056,96000,6892661
IT,ITALY,0,0,1,37689
JP,JAPAN,63935,8693008,339838,45484507
KR,"KOREA,REPUBLIC OF",102000,5438858,1470600,71595994
MX,MEXICO,0,0,734,33375
OM,OMAN,0,0,24750,943243
QA,QATAR,0,0,51000,2438185
SG,SINGAPORE,0,0,109500,6664528
TW,"TAIWAN, PROVINCE OF CHINA",0,0,100,25456
GB,UNITED KINGDOM,5232,1154109,19242,4651052
US,UNITED STATES,0,0,2303,169990
SUM,SUM,195167,17337031,2144100,142888993
