"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2021', 'Quantity')","('Jul 2021', 'CIF (Baht)')","('Jan - Jul 2021', 'Quantity')","('Jan - Jul 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,245,104551
BE,BELGIUM,519,172748,133994,7746672
BR,BRAZIL,74250,5732558,2477200,145925385
CA,CANADA,0,0,180260,3615153
CN,CHINA,173087,9102215,770523,41799443
CZ,CZECH REPUBLIC,0,0,2,1536
DK,DENMARK,0,0,100,41352
FI,FINLAND,0,0,346400,21389310
FR,FRANCE,0,0,55310,4292183
DE,GERMANY,359022,24952884,1977266,125056147
HK,HONG KONG,0,0,37,246354
IN,INDIA,0,0,38549,3264436
ID,INDONESIA,6298,437642,72548,5799399
IL,ISRAEL,9600,1035266,30400,2826613
IT,ITALY,1250,470109,30371,7276906
JP,JAPAN,217717,19458945,1385670,110450846
KR,"KOREA,REPUBLIC OF",303301,14821220,1864622,84756733
KW,KUWAIT,519750,19636357,4504500,158455757
LU,LUXEMBOURG,0,0,32500,3778803
MY,MALAYSIA,3121640,154798221,32516344,1546544181
NL,NETHERLANDS,332020,21445126,2300775,136339370
NO,NORWAY,34700,1626707,620225,32768733
QA,QATAR,1530000,71355102,8566000,363566840
SA,SAUDI ARABIA,3507150,157354489,23469245,986730692
SG,SINGAPORE,1566750,80829602,13541822,662406620
SI,SLOVENIA,0,0,1,973
ES,SPAIN,0,0,273985,18409889
CH,SWITZERLAND,0,0,1,977
TW,"TAIWAN, PROVINCE OF CHINA",325,15660,58353,5677751
TH,THAILAND,0,0,1400,14040
TT,TRINIDAD AND TOBAGO,0,0,23800,114775
AE,UNITED ARAB EMIRATES,321750,13313820,3044250,125402578
GB,UNITED KINGDOM,4000,644934,26502,2456176
US,UNITED STATES,123013,5130138,1804587,94571681
VN,VIETNAM,20200,996570,471705,24947183
SUM,SUM,12226342,603330313,100619492,4726780038
