"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2015', 'Quantity')","('Jul 2015', 'CIF (Baht)')","('Jan - Jul 2015', 'Quantity')","('Jan - Jul 2015', 'CIF (Baht)')"
BR,BRAZIL,0,0,26,13519
CN,CHINA,33,10767,33,10767
DE,GERMANY,0,0,87,56556
JP,JAPAN,276,117701,8689,1324054
KR,"KOREA,REPUBLIC OF",0,0,52500,2515865
MY,MALAYSIA,0,0,49500,2450844
SA,SAUDI ARABIA,99000,4648391,667250,28548978
ES,SPAIN,0,0,198000,7893282
AE,UNITED ARAB EMIRATES,24750,1182607,24750,1182607
SUM,SUM,124059,5959466,1000835,43996472
