"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2019', 'Quantity')","('Jul 2019', 'CIF (Baht)')","('Jan - Jul 2019', 'Quantity')","('Jan - Jul 2019', 'CIF (Baht)')"
AR,ARGENTINA,0,0,200,84781
AU,AUSTRALIA,0,0,16250,572773
BE,BELGIUM,70100,3965523,354260,20694325
CN,CHINA,165975,11450159,1317561,94023785
FI,FINLAND,23200,1331672,25950,1624137
DE,GERMANY,0,0,6548,1247328
HK,HONG KONG,0,0,400510,4247417
IN,INDIA,0,0,4660,399566
ID,INDONESIA,0,0,5600,549237
IL,ISRAEL,0,0,66304,4386111
JP,JAPAN,340950,19692771,3524093,176320456
KR,"KOREA,REPUBLIC OF",863700,36890134,6365610,279743758
MY,MALAYSIA,83938,7399340,438880,51389350
MX,MEXICO,0,0,19720,2157976
NL,NETHERLANDS,0,0,1,9152
OM,OMAN,0,0,99000,3478727
SA,SAUDI ARABIA,1677750,58648010,7444800,265962806
SG,SINGAPORE,846960,33923231,3192856,140049208
ZA,SOUTH AFRICA,123750,4336024,123750,4336024
CH,SWITZERLAND,0,0,70560,4007329
TW,"TAIWAN, PROVINCE OF CHINA",37925,1499971,567050,25172760
TH,THAILAND,0,0,61445,2235101
UA,UKRAINE,0,0,500,17876
AE,UNITED ARAB EMIRATES,50875,1981983,228850,8983823
GB,UNITED KINGDOM,0,0,3000,383653
US,UNITED STATES,22690,1568629,252813,17303481
VN,VIETNAM,0,0,658000,28508624
SUM,SUM,4307813,182687447,25248771,1137889564
